SUPPCODE,DESC,PRICE1,LSTCST
"CN-550656211","CHISA INTIMATE G BURST VIBE","139.99","49.00"
"SE-0626-05","CAL INTIMATE RC PUMP","169.99","59.08"
"BI-014976","PRETTY LOVE BANANA KNIGHT VIBE","132.99","46.00"
"BI-040069","PRETTY LOVE QUINTION FLEX VIBE","114.99","40.00"
"CN-941416172","SENUELO BOOTY GEM PLUG LRG","56.99","19.50"
"SM-BL004","PRETTY LOVE DELAY MAGIC RING","18.99","6.50"
"PD6091-00","BACH CAUTION SASH","9.99","2.00"
"SP351","SMOKING BRWN PRE-ROLLED CONES","6.50","2.20"
"         1730007","CLIMAX O4 TOY CLEANER","29.99","10.50"
"MH754","TIN V BENTO BOX","34.99","12.50"
"MH753","TIN V SHADOW BLK BOX","34.99","12.50"
"           96911","ZIPPO SKATEBOARD DESIGN","99.99","38.63"
"           99925","ZIPPO CANNABIS DESIGN","124.99","52.66"
"           98929","ZIPPO MUSHROOMS DESIGN","114.99","48.29"
"MV-S&B-024","S & B VOLCANO MEDIC TUBE KIT","99.99","43.16"
"          125838","FOUR SEASONS WB LUBE 75ML","14.99","5.13"
"          241862","BS RAINBOW PRISM HEART LRG PLG","60.99","21.21"
"          271735","SHARE SAT HANI RIDGED G-SPOT","137.99","48.00"
"          271736","SHARE SAT HANU ROTATE DOLPHIN","120.99","42.00"
"          101413","PDX EXTREME TENDER TWAT","66.99","23.06"
"          222160","T-SKIN ABBY BODY STROKER","31.99","10.97"
"          226578","FFH HER RC POWER WAND","162.99","56.42"
"           94954","ANAL FANT VIBE REACH AROUD","96.99","33.58"
"          101213","ANAL FANT MINI ANAL TEAZER","45.99","15.95"
"          177688","CAL ISLAND RINGS DBL STACK","16.99","5.83"
"          271583","AMORE PLEASURE AWAITS VIBE","83.99","28.98"
"          233291","VIBE THERAPY MINI P VIBE","30.99","10.56"
"          278586","SU ROYAL REVOLVER STRAPLESS","130.99","45.50"
"          225108","BLACK MONT STRAP ON CAVALIER","64.99","22.49"
"          281383","KINKI STRAPLESS LIP GAG","8.99","2.80"
"          270429","SHARE SAT PULSATING COCKRING","67.99","23.50"
"          206921","DJ MAIN SQUEEZE TOY CLEANER","24.99","8.90"
"          275376","SATISFYER TOUCH ME","164.99","57.44"
"          137564","SCREAMING O MAT","24.99","0.49"
"","VAPORESSO XROS 0.4OHM PODS 4PK","30.00","12.87"
"","VAPORESSO LUXE X 0.6 PODS 2PK","15.00","7.13"
"KODO","YOCAN KODO PLUS CBD BATTERY","29.99","11.26"
"ZIVAPRO","YOCAN ZIVA PRO BATTERY","49.99","19.57"
"HIT2","YOCAN HIT 2 VAPORIZER","124.99","47.39"
"SP300","SMOKING DBL THINNEST PAPERS","2.00","0.60"
"          652152","CANDLE KARMA SPICED OPIUM","4.99","1.80"
"          652151","CANDLE KARMA ROYAL SANDALWOOD","4.99","1.80"
"          652150","CANDLE KARMA FRENCH LAVENDER","4.99","1.80"
"          652149","CANDLE KARMA EMERALD MUSK","4.99","1.80"
"          652163","CANDLE TL ROYAL SANDLEWOOD 8PK","4.99","2.08"
"          652160","CANDLE TL VAN & RASPBERRY 8PK","4.99","1.91"
"          652161","CANDLE TL EMERALD MUSK 8PK","4.99","1.91"
"          652162","CANDLE TL FRENCH LAVENDER 8PK","4.99","1.91"
"          617454","INCENSE KC SANDLEWOOD 16PK","1.99","0.68"
"           61753","INCENSE KC LEMON GRASS 16PK","1.99","0.68"
"          617452","INCENSE KC JASMINE 16PK","1.99","0.68"
"          650775","INCENSE ANTI TOBACCO 16PC","1.99","0.68"
"          613603","INCENSE MYSTIC DESIRE 16PC","1.99","0.68"
"          613787","INCENSE MYSTIC SEX BEACH 16PC","1.99","0.68"
"          613891","INCENSE MYSTIC EXOTIC MAGIC","1.99","0.68"
"          613785","INCENSE MYSTIC 7 POWERS 16PC","1.99","0.68"
"          613605","INCENSE MYSTIC FENG SHUI 16PC","1.99","0.68"
"          652075","INCENSE NC SUPER HIT 20PC","1.99","0.68"
"          652144","INCENSE SATYA TRAD AYURVEDA","2.99","0.92"
"          652126","INCENSE SATYA ROSE 12PC","2.99","0.96"
"          652259","INCENSE SATYA CITRONELLA 12PC","2.99","0.92"
"          652142","INCENSE SATYA FRANKINCENSE","2.99","0.92"
"          652132","INCENSE SATYA OPIUM 12PC","2.99","0.96"
"          652260","INCENSE SATYA DRAGON'S BLOOD","2.99","0.96"
"          652129","INCENSE SATYA CHAMPA 12PC","2.99","0.92"
"          652135","INCENSE SATYA NAMASTE 12PC","2.99","0.92"
"          652120","INCENSE SATYA BLACK CRYSTAL","2.99","0.92"
"          652136","INCENSE SATYA SPIRIT HEALING","2.99","0.96"
"          936531","KIWIANA CAN COOLER NZ FERN","4.99","1.59"
"          936530","KIWIANA CAN COOLER ICON MAP","4.99","1.59"
"          980552","KIWIANA CAN COOLER GEO NZ MAP","4.99","1.59"
"          980544","KIWIANA CAN COOLER NZ KIWI","4.99","1.59"
"          936524","KIWIANA CAN COOLER AOTEAROA","4.99","1.59"
"          936539","KIWIANA BTL COOLER NZ FERN","6.99","2.36"
"          980609","KIWIANA BTL COOLER SHEEP SHAG","6.99","2.36"
"          980553","KIWIANA BTL COOLER NZ GEO MAP","6.99","2.36"
"          980547","KIWIANA BTL COOLER KIWI/SHEEP","6.99","2.36"
"          980551","KIWIANA BTL COOLER NZ KIWI","6.99","2.36"
"          936536","KIWIANA BTL COOLER I LOVE NZ","6.99","2.36"
"          980600","KIWIANA BTL COOLER TIKI","6.99","2.36"
"          936532","KIWIANA BTL COOLER AOTEAROA","6.99","2.36"
"          652208","SIGN METAL BOB MARLEY","6.99","2.39"
"          652212","SIGN METAL BEER","6.99","2.39"
"          652213","SIGN METAL WINE","6.99","2.39"
"          980545","KIWIANA BTL COOLER KIWI FLAG","6.99","2.36"
"           30290","SS PR GRAINS OF P & CUBEB 50ML","11.99","6.74"
"AWK03","AWAK'N ENERGY MINTS 2PC","2.50","1.00"
"CP405","CLIPPER CORK LIGHTER","9.50","2.99"
"A044","RAIN PONCHO","4.99","2.40"
"          139678","CAL VIVID RAW FUCK BUDDY","94.99","32.27"
"126286","FIRST TIME SOFTEE PLEASER","43.99","10.94"
"          262502","POPTOY PUPPY RC VIBE","129.99","44.95"
"          249733","NAKED LEGEND NAVIGATOR 8.6''","61.99","21.31"
"          224921","NAKED LEGEND PERFORMER 8.1''","70.99","24.43"
"          246797","GK POWER PENIS TICKLER S","8.99","2.98"
"          246798","GK POWER PENIS TICKLER M","8.99","2.98"
"          246788","CHISA PN PORNOGRAPHER","65.99","22.70"
"          246787","CHISA PN UNDRESSED DEBATER","65.99","22.94"
"          246789","CHISA PN ALLURING FANCIER","65.99","22.94"
"          225176","BEHAVE SURRENDER W RESTRAINTS","29.99","10.27"
"          134426","DJ PALM PAL VIRGIN ASS","41.99","14.47"
"          249736","T-SKIN LUV STROKER","25.99","8.77"
"          251890","PRETTY LOVE CHIMERA RC VIBE","118.99","41.13"
"          233280","VIBE THERAPY MERIDIAN","81.99","28.22"
"          229002","PRETTY LOVE EDWINA LOVE EGG","53.99","18.77"
"          228999","PRETTY LOVE HARRIET WIRED EGG","51.99","17.84"
"          251857","PRETTY LOVE TRUDA FLEXI VIBE","81.99","28.46"
"          222031","SWEET BREEZE TRIPLE TARGETS","34.99","12.02"
"          242408","AIXI ABI RABBIT VIBE","106.99","37.16"
"          224982","CHISA PERFECT DOUGHNUT DONG","35.99","12.48"
"          246825","T-SKIN FLATTERER DONG","31.99","10.99"
"          222201","T-SKIN SEXLURE DONG","26.99","9.10"
"          126316","DJ PALM PAL VIRGIN PUSSY","37.99","12.90"
"          225216","GK POWER RUDDER COCK RINGS","12.99","4.27"
"","BASIX SLIM SEVEN 7'' DILDO","47.99","16.54"
"           19615","BASIX DONG WITH SUCTION CUP","41.99","14.29"
"            3404","SC HIP G G POWER VIBE","22.99","7.93"
"          198829","CAL TRIPLE STIMULATOR VIBE","39.99","13.75"
"          198611","CAL L'AMOUR ROMANCE VIBE","123.99","42.92"
"          225231","GK POWER VIBE TRIP STIMULATOR","45.99","15.89"
"          175449","JO H2O WARMING LUBE 30ML","26.99","9.23"
"          267665","SATISFYER MARVELOUS FOUR SET","284.99","98.37"
"          140146","CAL CHIC WAVE 8-FUNCTION VIBE","67.99","23.25"
"          287056","SATISFYER SPOT ON 2","89.99","30.40"
"          271621","NS INYA SONNET VIBE W SUCTION","119.99","41.42"
"          275373","SATISFYER LOVE ME","164.99","57.44"
"          260697","XPLAY SWEET NOTHING MASK","28.99","9.90"
"          246810","CHISA INTIMATE THRUST RABBIT","101.99","35.23"
"          228981","PRETTY LOVE AVERY LOVE EGG","36.99","12.65"
"          228998","PRETTY LOVE EUNICE LOVE EGG","51.99","17.84"
"          229036","PRETTY LOVE SHOCK FUN RC EGG","176.99","61.36"
"          225168","BEHAVE HOT PADDLE","22.99","7.86"
"          233281","VIBE THERAPY INCANTATION VIBE","81.99","28.22"
"222102","CHISA MELODY-WOO KISS BUNNY","69.99","24.06"
"","SATISFYER SAMPLE","0.00","15.00"
"          225334","CHISA SOPHIA TITTY FUCK","129.99","45.47"
"          270541","SHARE SAT PLAY RAINBOW PLUG","18.99","6.40"
"          232707","KINKI GEMMED SILICONE 3.7''","36.99","12.64"
"          281324","KINKI SILICONE BALL GAG","22.99","7.90"
"          263345","PRETTY LOVE CUPER PENIS SLEEVE","38.99","13.40"
"          251889","PRETTY LOVE HOMUNCULUS BT VIBE","118.99","41.13"
"          251884","PRETTY LOVE PIXIE SENSUAL VIBE","35.99","12.32"
"          224917","NAKED LEGEND BOSS 8'' DILDO","82.99","28.56"
"          251919","MR PLAY POWER RC ANAL PLUG","99.99","34.91"
"          251869","PRETTY LOVE CATALINA BT EGG","109.99","38.05"
"          251876","PRETTY LOVE MICK SENSUAL VIBE","34.60","12.04"
"          251841","PRETTY LOVE ALLEN USB VIBE","59.99","20.60"
"          242394","MOMI COUPLES TOY","112.99","39.13"
"          229068","PRETTY LOVE TITAN COCK RINGS","26.99","9.09"
"          310907","SPINNING RC POLE DANCING VIBE","70.99","24.60"
"          310900","LUSCIOUS LIPS VIBRATOR","97.99","34.00"
"          310899","TEASING TONGUE SUCTION VIBE","57.99","23.00"
"          271603","NS SHI/SHI RC MIDNIGHT RIDER","154.99","53.91"
"          261655","WAVEY KEGEL TRAINER","47.99","16.51"
"          269432","M-MELLO PLEASURE KISS BULLET","75.99","26.13"
"          269426","M-MELLO HEART WAVES BULLET","102.99","35.63"
"          225370","CHISA FASHION DUDE 7.3'' DILDO","39.99","14.07"
"          225187","PROF.JASON C SMALL SLIM DILDO","18.99","6.41"
"          225189","PROF.JASON C LRG SLIM DILDO","34.99","11.99"
"          225112","BLACK MONT AVATAR STIM DILDO","68.99","23.98"
"          225055","HI-BASIC VIVID JELLY DILDO","21.99","7.61"
"          225056","HI-BASIC TEASER JELLY DILDO","21.99","7.61"
"          224910","NAKED LEGEND STRIPPER DILDO","89.99","31.38"
"          251940","PRETTY LOVE PAZUZU THRUST VIBE","159.99","55.34"
"          251916","PRETTY LOVE RC ARCHENEMY","121.99","42.40"
"          242481","BOBO BREAST MASSAGER","74.99","25.82"
"          229050","PRETTY LOVE DAISY LICKING EGG","135.99","47.23"
"          225188","PROF.JASON C MED SLIM DILDO","20.99","7.11"
"          225173","BEHAVE BE QUIET BALL GAG","25.99","8.80"
"          177496","SCREAMING O RINGO2","10.99","3.54"
"HP-2717","EDIBLE BODY PAINTS","49.99","30.00"
"BI-014501","PRETTY LOVE USB POWER BULLET","83.99","29.00"
"DX-TF-12","DUREX THIN FEEL 10PK","24.99","10.50"
"1308-25","DJ SPANISH FLY SEX GUMMIES 2PK","50.00","22.00"
"CN-101896278","REAL TOUCH XXX 7'' VIBE","44.99","15.50"
"BI-014582","PRETTY LOVE AUGUST BT","157.99","55.00"
"BI-014826","PRETTY LOVE EMILY ROMANCE USB","129.99","45.00"
"BI-300050","PRETTY LOVE ROMANCE","74.99","26.00"
"HP-0678","DICK HEADS GUMMIES 125G","19.99","9.50"
"HP-0679","SWEET PUSSY GUMMIES 125G","19.99","9.50"
"BI-00900T","PRETTY LOVE BLK GLANS TRAINER","109.99","38.00"
"PD3366-23","FETISH FOR HIM & HER HOLLOW","94.99","33.00"
"        10225094","VUSE PRO ONE PEN TOBACCO KIT","12.99","6.08"
"        10225098","VUSE PRO ONE DEVICE","12.99","6.08"
"        10225085","VUSE PRO ONE PEN SP/MEN KIT","12.99","6.08"
"        10225075","VUSE PRO ONE PEN MINT/MEN KIT","12.99","6.08"
"MCT","MIXA 2% CARIBBEAN TOBACCO 25G","34.99","19.50"
"MM","MIXA 2% MINT TOBACCO 25G","34.99","19.50"
"MOT","MIXA 2% ORIGINAL TOBACCO 25G","34.99","19.50"
"MV-S&B-028","S & B VOLCANO MEDIC SCREEN SET","14.99","7.10"
"CP401","CLIPPER WHEEL & FLINT","5.00","1.19"
"SO001A","SOBEAR GUMMIES 2PK","8.99","4.99"
"           99509","KEYCHAIN PENIS WHISTLE","9.99","2.25"
"","JOANNA G ORGANIC LUBE","34.99","12.00"
"           95206","NEW HUSBAND VOODOO DOLL","19.99","6.16"
"         4591049","MAX WHIP CREAM CHARGERS 10PK","6.00","4.68"
"NPR","NICO PAN RAAS SHISHA 50G","17.50","5.22"
"NIW","NICO ICY WATERMELON SHIHA 50G","17.50","5.22"
"NIDA","NICO ICY DOBLE APPLE SHIHA 50G","17.50","5.22"
"JC 1004A","GRINDER 4PC ZINC ALLOY 63MM","40.00","6.96"
"            2028","BRUSH HOOKAH","6.99","2.17"
"TZN0040","TRAY & PIPE 4PC SET","50.00","6.52"
"TON0001","WATERPIPE 3PC CASE SET","95.00","19.57"
"          219003","CAL FINGER TINGLER","20.99","7.25"
"          274515","DJ GH DT TO-GO CC","24.99","7.91"
"          269275","DJ NUMB MINT ANAL GEL 56G","64.99","27.00"
"          134618","DJ PUSSY LICKER STRAWBERRY 56G","17.99","6.05"
"          236840","SHIATSU 2IN1 AMBER SCENT 200ML","59.99","21.14"
"          216855","DJ GOOD HEAD CC TINGLE SPRAY","23.99","8.31"
"          216853","DJ GOOD HEAD WM TINGLE SPRAY","23.99","8.31"
"          133922","DJ THE NATURALS DBL PENETRATOR","83.99","29.21"
"          126199","KAMA SUTRA S/D OIL 236ML","57.99","19.90"
"          236757","SHIATSU JASMIN MASS OIL 250ML","44.99","15.34"
"          134035","DJ GOOD HEAD TINGLE DROPS 3PK","29.99","10.35"
"          125607","KING COCK SM DOUBLE TROUBLE","82.99","28.80"
"          249132","KINKI LIP MOUTH GAG W STRAP","16.99","5.71"
"          249363","LIP MOUTH GAG","6.99","2.32"
"          269695","SATISFYER CURVY TRINITY 3","164.99","57.23"
"          197247","CAL CHIC 7-FUNCTION MINI G","59.99","20.58"
"          271697","SHARE SAT DEE ROTATING RABBIT","137.99","48.00"
"          241543","SHARE SAT ALBA G-SPOT VIBE","80.99","27.95"
"","PEDESTRIAN 9MM CC FILTER 10PK","19.99","8.65"
"          652354","INCENSE DIVINE WHITE SAGE 12PC","1.99","0.34"
"          652350","INCENSE DEVINE NAG CHAMPA 12PC","1.99","0.34"
"          652159","CANDLE TL INDIAN ROSE 8PK","4.99","2.08"
"          960028","OIL BERNER BUDDHA HEAD","14.99","6.80"
"TORCH-TATTOO-10","TATTOO TORCH LIGHTER","9.99","3.99"
"BI-014927","PRETTY LOVE BUTTERFLY KISS","99.99","30.00"
"          269182","CAL FUCK SAUCE WATERMELON 60ML","29.99","9.92"
"          270477","AMORE PANDA BULLET VIBE","24.99","8.29"
"          269386","CAL 3-SPEED BULLET","9.99","3.68"
"          126005","KAMA SUTRA PLEASURE BALM 50ML","33.99","11.54"
"          266597","SS SE CUFFS & BLINDFOLD KIT","79.99","27.68"
"","BUSHIES PAPERS","2.50","1.00"
"OSH-112","420 WATERPIPE GLOW 4PC SET","100.00","21.74"
"","PLASTIC CONTAINER","5.00","0.00"
"            7349","PASSION NAT WB LUBE 236ML","49.99","17.95"
"          222156","T-SKIN ABBY SENSUAL LIPS","27.99","9.56"
"          166823","SEX PLEASE! PERFECT PENIS","47.99","16.38"
"           95889","SKYN EXTRA LUBE 10/12PK","24.99","10.95"
"          139234","SKYN INTENSE FEEL 10PK","24.99","10.47"
"          231704","KINK RIBBED GEM BUTT PLUG","36.99","12.64"
"          222291","HI-RUBBER 12.8'' DILDO","51.99","17.87"
"          274371","DJ APLAY HYBRID ANAL LUBE 118M","39.99","14.00"
"          261691","GOLD KNIGHT XL CONDOMS 12PK","24.99","0.00"
"           10873","MJ CS MULLED APPLE CIDER","69.99","40.40"
"          272277","SATISFYER G-SPOT FLEX 2","114.99","40.94"
"          229032","PRETTY LOVE WILLIE RC G-SPOT","204.99","71.42"
"          215901","USTRAP ROYAL RIDER STRAPLESS","249.99","86.70"
"","VUSE PODS TOB 1.8% 20MG DBL","13.99","9.73"
"A032","DICE SET 4PK","7.50","3.25"
"           93831","ZIPPO PLAYBOY BUNNY","114.99","48.29"
"           21836","GRINDER 4PC FIKA 63MM","45.00","8.70"
"           21868","GRINDER 3PC STORMTROPPER","20.00","5.52"
"","DISTURBED FRIENDS PARTY GAME","74.99","30.99"
"HD","HONEYROSE DELUXE CIGS 20S","19.50","11.13"
"CN-702365","STUNT WORX MAX VERSION PUMP","53.99","18.50"
"","NICE TEES","14.99","5.00"
"","FOR THE GIRLS ADULT PARTY GAME","44.99","15.00"
"1311-01","DJ POWER + DELAY CREAM 56G","59.99","22.00"
"SJ-LB-05","VENOM FOR HER PURFUME 10ML","34.99","12.00"
"SJ-MO-01","SEXY MASSAGE OIL + PHEROMONES","28.99","10.00"
"SJ-LB-02","SEDUCE HER OIL FOR MEN 10ML","34.99","12.00"
"","DJ SPOT-ON G-SPOT GEL 28G","39.99","18.00"
"          270478","AMORE SUNFLOWER BULLET VIBE","24.99","8.29"
"          163373","PJUR MAN STEEL GEL 50ML","49.99","17.64"
"          309865","REGGIE TAPPING RC ANAL PLUG","91.99","30.00"
"          199352","NSNOVELTIES GLAMS RAINBOW PLUG","49.99","17.05"
"          241549","SHARE SAT LETA G-SPOT VIBE","77.99","26.85"
"          276906","KINKI VIBRATING DIAMOND PLUG","64.99","21.80"
"          270535","KINKI TALL SILICONE PLUG","29.99","10.53"
"          172591","KING COCK 9'' VIBE COCK W BALL","148.99","51.54"
"          238938","BAD KITTY SILICONE BALL GAG","65.99","22.92"
"           95035","ANAL FANT BEGIN ANCHOR PLUG","58.99","20.22"
"          225282","CHISA MAN Q FIRE IN HOLE!","86.99","30.05"
"          271704","SHARE SAT BOI ANAL P-SPOT VIBE","137.99","48.00"
"          231512","KINK ALLOY GEM PLUG 3.2''","29.99","10.53"
"          276893","KINKI HEART GEM PLUG","16.99","5.80"
"          262928","CAL-KING FANTASIES GRABBER","82.99","28.58"
"          274813","PLAY MAJESTIC MINI WAND","43.99","15.00"
"          196431","PDX ELITE ASS-GASM VIBE KIT","264.99","91.48"
"          173650","PJUR MED REPAIR WB LUBE 100ML","49.99","17.12"
"          157655","PJUR WE-VIBE WB LUBE 100ML","49.99","17.16"
"           20441","BJ BLAST ORAL SEX CANDY","9.99","1.85"
"          271701","SHARE SAT DELA THRUST SUCTION","143.99","50.00"
"          248163","KINKI RING GEM BUTT PLUG","54.99","18.85"
"          231770","KINKI SNGL BULB 4.1'' PLUG","36.99","12.64"
"SL01","GRINDER FLOWER TOWER","20.00","6.52"
"NDA","NICO DOUBLE APPLE SHISHA 50G","17.50","5.22"
"","LOVE IS ART KIT","99.99","0.00"
"","ASHTRAY LUXURY NOBLE CIGAR","49.99","0.00"
"4CH","CIGAR HUMIDOR 4 W CUTTER","114.99","48.84"
"","LIGHTER ZORRO FLUID $74.99","74.99","0.00"
"","XIFEI JET LIGHTER MULTI TOOL","99.99","0.00"
"           12126","CIGAR CUTTER CUBAN/COHIBA $50","50.00","0.00"
"CSK","CHOCOLUST STRAWBERRY KISS 50G","9.99","3.90"
"          231362","NS INYA DELUXE CLEANSER","71.99","24.98"
"          255568","CAL SLAY #SATISFYME USB BULLET","68.99","23.70"
"          270436","AMORE INTIMATE MASSAGER","49.99","17.17"
"          271700","SHARE SAT GEMIDBL HEADED WAND","138.99","48.00"
"          172166","KAMA SUTRA V/S OIL 236ML","44.99","14.62"
"          226459","KAMA SUTRA C/P OIL 59ML","24.99","13.90"
"           94574","KAMA SUTRA P/G OIL 236ML","44.99","14.62"
"          126198","KAMA SUTRA T/M OIL 236ML","44.99","14.62"
"","KAMA SUTRA SEX MAGNET OIL 59ML","24.99","0.00"
"","KAMA SUTRA SEX MAGNET OIL 10ML","9.99","0.00"
"          853086","CRIMSON BADGER GINGER BEER O%","5.00","2.82"
"          855724","BACH BREWING ALL DAY RADLER O%","5.00","3.19"
"","BACH BREWING ALL DAY PILS 0%","5.00","3.47"
"","BACH BREWING ALL DAY HAZY IPA","5.00","3.48"
"","BACH BREWING ALL DAY OG IPA 0%","5.00","3.48"
"","GARAGE PROJECT TINY XPA 0%","5.00","2.90"
"","GARAGE PROJECT TINY HAZY IPA","5.00","2.90"
"","GARAGE PROJECT TINY IPA 0%","5.00","2.90"
"QD26436","D&K PIPE & GRINDER PK","25.00","3.50"
"QD23659","CHARGER TREQA FAST WIRELESS","49.99","19.90"
"CAMOBB","CAMO BLACKBERRY 77MG POUCHES","20.00","4.78"
"CAMOBG","CAMO BUBBLE GUM 77MG POUCHES","20.00","4.78"
"CAMOP","CAMO PEPPERMINT 77MG POUCHES","20.00","7.39"
"CAMOSK","CAMO STRAW/KIWI 77MG POUCHES","20.00","7.39"
"ICESB","ICEBERG S BERRIES 75MG POUCHES","20.00","4.78"
"ICEWM","ICEBERG WAT/MINT 150MG POUCHES","25.00","5.65"
"WCB","WAKEY CITRUS 50MG POUCHES","20.00","4.78"
"WBM","WAKEY BLIZZARD 50MG POUCHES","20.00","4.78"
"WCC","WAKEY COSMIC COLA 50MG POUCHES","20.00","4.78"
"A043","ICE TRAY LRG BALLS","14.99","6.99"
"           67922","BRIDE TO BE HEADBAND","9.99","3.50"
"T0-01","SC DREAM 7 - BEAVER TICKLER","71.99","20.00"
"CN-611065116","CHISA INT CLIT KISSER THRUSTER","198.99","69.00"
"SJ-MDC","SEXY WAX MELTS","14.99","5.00"
"225136","STUNT WORX ACC-METER PP X2","69.99","24.19"
"CN-252301066","LA VIVA VACZILLA X3 PUMP","114.99","40.00"
"CN-711490053","CHISA COLT BISLEY PLUG","24.99","8.50"
"CN-711490113","CHISA GOSLING TODT PLUG","24.99","8.50"
"BI-02625","PRETTY LOVE HANI/CHANE SLEEVE","51.99","18.00"
"CN-131508543","HI-BASIC BE MINE BULLET VIBE","21.99","7.50"
"CN-131508550","HI-BASIC DBL PLAY BULLET VIBE","30.99","10.50"
"CN-131508533","HI-BASIC MINI TWIN BULLETS","30.99","10.50"
"CN-111700968","BALLSY JAMES DEEN 8.5'' DILDO","63.99","22.00"
"CN-711757213","CHISA BEN DOVER DILDO","42.99","14.96"
"          225283","CHISA MAN Q VIRGIN ABBY","75.99","26.27"
"          269000","VUSH LET'S FLOW MENSTRUAL CUP","22.99","7.90"
"          244350","SHARE SAT BUNNY C-RING","39.99","13.95"
"          134121","DJ ULTRA LUBE 177ML","31.99","11.03"
"           19620","BASIX 7.5'' SUCTION CUP DONG","66.99","23.10"
"          187784","LUST BALL GAG","35.99","12.53"
"          225271","GK POWER RENEGADE POWER CAGE","20.99","7.14"
"           95665","VIBE THERAPY FASCINATE BALLS","29.99","10.20"
"          224943","REAL TOUCH XXX 7.5'' NO.2 VIBE","44.99","15.50"
"           20869","BASIX 6'' SUCTION CUP DONG","54.99","19.14"
"          139680","CAL VIVID RAW BUTT FUCK","80.99","28.13"
"          157286","PDX TIGHT GRIP PUSSY & MOUTH","102.99","35.70"
"          139672","CAL VIVID RAW POUND IT","56.99","19.75"
"          228625","EVOLVE CLASSIC PENIS PUMP","28.99","10.00"
